"","x"
"1156",-3.96951324713462
"1157",-3.27966363980628
"1158",-4.78337837373676
"1159",-2.24929069800556
"1160",-3.88416048195506
"1161",-2.41318671874942
"1162",-3.60989027647186
"1163",-3.94351899139475
"1164",-3.80527263735529
"1165",-3.02386880237287
"1166",-1.63783888322715
"1167",-3.47552541533043
"1168",-4.22775144005085
"1169",-3.61824025867433
"1170",-2.32242251578148
"1171",-3.30235843595733
"1172",-3.63456976480116
"1173",-3.66079990374395
"1174",-3.06672242197766
"1175",-3.77048685887738
"1176",-1.59636743424345
"1177",-1.23319059305677
"1178",-3.97741583114075
"1179",-3.94286001830646
"1180",-3.53806531828207
"1181",-3.96334517818179
"1182",-4.0897385397757
"1183",-3.96034348558227
"1184",-3.80828197891378
"1185",-2.99105366738323
"1186",-3.44182485117974
"1187",-4.30378545664487
"1188",-3.92261979153925
"1189",-5.02625385048043
"1190",-2.96585299955565
"1191",-4.22420049779496
"1192",-1.45529160943427
"1193",-2.76328006597944
"1194",-2.62906569257342
"1195",-4.5495426076019
"1196",-4.3352762411876
"1197",-2.33006823299884
"1198",-1.48539147434911
"1199",-3.523547287073
"1200",-2.71942022466022
"1201",-2.0454592553252
"1202",-4.03183744512857
"1203",-2.51831885314695
"1204",-4.20167879299091
"1205",-4.40420498297807
"1206",-1.69940865011893
"1207",-3.07120242162816
"1208",-4.01147308645627
"1209",-3.86015346942373
"1210",-3.74500919825956
"1211",-3.74533619798555
"1212",-3.96270524238884
"1213",-4.39274376596652
"1214",-2.99731549900193
"1215",-1.89095339842757
"1216",-4.03713297708873
"1217",-3.06995137811993
"1218",-1.40714212700756
"1219",-3.77478699387754
"1220",-4.08036910935802
"1221",-2.71720118234311
"1222",-3.12534886583946
"1223",-4.00180350285021
"1224",-4.12865027391272
"1225",-3.71910886598572
"1226",-3.58465837052584
"1227",-1.74003956495539
"1228",-2.60163063595916
"1229",-4.21978527141024
"1230",-3.98674833310705
"1231",-3.98801765330913
"1232",-3.13822032485273
"1233",-3.78419576274373
"1234",-3.73974449252335
"1235",-3.76472100134807
"1236",-4.14045703317208
"1237",-2.89254777879431
"1238",-2.6354679534299
"1239",-3.5876812314117
"1240",-2.0438323572582
"1241",-3.47924475772009
"1242",-4.03471005579311
"1243",-4.14405960535548
"1244",-4.21409158443421
"1245",-4.54076450838536
"1246",-2.82426022444112
"1247",-1.17825746031428
"1248",-4.23090353992719
"1249",-3.92659482540754
"1250",-3.71233784401608
"1251",-3.09963972233228
"1252",-3.80428066652471
"1253",-3.96059931770359
"1254",-3.74602417808032
"1255",-2.06000298309988
"1256",-4.23475894259367
"1257",-2.10130851519754
"1258",-3.24771820094411
"1259",-1.65490231069375
"1260",-2.13023005491081
"1261",-3.47437973437463
"1262",-2.20123845196721
"1263",-3.24994920482928
"1264",-4.5209757745682
"1265",-1.91602961189446
"1266",-3.76434892802183
"1267",-4.2316613932372
"1268",-2.93660030106524
"1269",-1.98190251420876
"1270",-0.800366894855126
"1271",-3.81457443561323
"1272",-3.77208053031636
"1273",-1.17644913906349
"1274",-3.58455739221763
"1275",-4.25424206425658
"1276",-3.53321376128354
"1277",-3.37334055138097
"1278",-2.81330281578939
"1279",-1.52026954104997
"1280",-2.93514457869125
"1281",-3.38777824522128
"1282",-1.83206115086941
"1283",-3.86388877876542
"1284",-0.930692886337914
"1285",-3.70500442341653
"1286",-2.27084948400028
"1287",-4.47635224248384
"1288",-4.17723822068731
"1289",-3.28636182592411
"1290",-3.91371985822301
"1291",-1.86304041486497
"1292",-4.1011720822561
"1293",-3.79351425450614
"1294",-3.52699554166183
"1295",-4.28031124415435
"1296",-0.205716567505668
"1297",-1.80637680621427
"1298",-3.95692243594248
"1299",-4.2703404214566
"1300",-3.96397256136505
"1301",-3.67091991826312
"1302",-2.77390466186696
"1303",-1.11698467867495
"1304",-2.65355401578218
"1305",-1.96393545800583
"1306",-3.87290204360957
"1307",-4.14375948580568
"1308",-3.90051264174941
"1309",-3.7000348002103
"1310",-3.85643324876013
"1311",-3.45333657364983
"1312",-3.50941048057342
"1313",-3.91112327589011
"1314",-1.86018263944011
"1315",-3.01061110384258
"1316",-1.24544716664223
"1317",-3.72017300434648
"1318",-3.58550702307438
"1319",-3.9887199404928
"1320",-3.40183053081849
"1321",-2.47768447736724
"1322",-1.56671549636439
"1323",-1.79182936001821
"1324",-3.80273157045816
"1325",-4.57531838362534
"1326",-4.18815548005036
"1327",-2.84698205668005
"1328",-3.65989386936024
"1329",-2.8057489405829
"1330",-2.23643814120082
"1331",-2.69271042175078
"1332",-3.2984658414538
"1333",-3.44500061693027
"1334",-4.09639728523307
"1335",-4.21423262111176
"1336",-3.72612868989111
"1337",-3.07710875430204
"1338",-4.13529919575025
"1339",-1.70796529794171
"1340",-3.09303974473902
"1341",-1.98834572630775
"1342",-3.59227500359706
"1343",-3.7590026944255
"1344",-4.20311884760296
"1345",-3.49015534619041
"1346",-3.60647115438976
"1347",0.386376797144685
"1348",-3.54803298204895
"1349",-2.47213678306203
"1350",-3.56420117044904
"1351",-2.32290961237104
"1352",-2.92240034353468
"1353",-1.90006209316115
"1354",-1.66921294275344
"1355",-3.90643356023011
"1356",-3.69010143422517
"1357",-2.0566390281414
"1358",-3.62101341085275
"1359",-3.72149425580988
"1360",-3.99356242324748
"1361",-2.69839455745027
"1362",-2.40796867329504
"1363",-3.43712016168086
"1364",-2.32560341806549
"1365",-3.55247716477989
"1366",-2.41988081878611
"1367",-3.75228075288381
"1368",-2.97730029032709
"1369",-1.63303319146136
"1370",-4.30085247359362
"1371",-3.44958815582087
"1372",-3.31348615588434
"1373",-3.32804916699008
"1374",-2.88278905195589
"1375",-1.90903069541132
"1376",-3.67575001724647
"1377",-3.11932191416952
"1378",-3.32405570536158
"1379",-3.51447271203656
"1380",-3.28734408071163
"1381",-4.115141477224
"1382",-4.05025193018706
"1383",-3.4495569842407
"1384",-3.55230511001853
"1385",-2.80538359120955
"1386",1.08203470418449
"1387",-4.8233444645
"1388",-2.34328796857044
"1389",-3.32136825508707
"1390",-3.03648396240471
"1391",-3.60637750442299
"1392",-4.21331422814104
"1393",-3.25897921579257
"1394",-3.26644419434773
"1395",-3.29327350209617
"1396",-4.40289628781216
"1397",-3.12706195119427
"1398",-2.49134732935577
"1399",-3.0358476836835
"1400",-2.6213333271462
"1401",-3.35631479464343
"1402",-4.10042091568812
"1403",-2.43232700363307
"1404",-4.06664087027613
"1405",-3.21121265110684
"1406",-0.77057057544616
"1407",-3.14490642242154
"1408",-4.14229222306598
"1409",-4.09112164646608
"1410",-1.65212840549379
"1411",-1.86009204182151
"1412",-4.17546591080066
"1413",-3.95182903080689
"1414",-3.49177647645023
"1415",-2.9660577684054
"1416",-0.823908340841203
"1417",-3.66146727352765
"1418",-1.84007843218947
"1419",-2.07831052433041
"1420",-3.45425022951642
"1421",-0.94553481423721
"1422",-3.71246991552205
"1423",-3.06495915906914
"1424",-2.21428112829214
"1425",-2.54403730622874
"1426",-4.15966751422469
"1427",-2.71871181031794
"1428",-2.93148648412243
"1429",-1.96266729813913
"1430",-3.23434692427881
"1431",-3.75803753292638
"1432",-4.00657312400223
"1433",-2.85338874053401
"1434",-4.24340278748042
"1435",-1.13130714598935
"1436",-3.32747193851519
"1437",-1.98480297899054
"1438",-3.78291269861925
"1439",-0.157390056057169
"1440",-3.08182339242238
"1441",-2.74670541742343
"1442",-3.31403363718326
"1443",-2.19571345608494
"1444",-3.34914669951406
"1445",-2.31343354739938
"1446",-3.69934706120164
"1447",-4.35209569328093
"1448",-3.24330805275785
"1449",-3.17791277798081
"1450",-4.11685960860127
"1451",-1.8030316489615
"1452",-3.56915621000381
"1453",-3.38252205427837
"1454",-3.11231104184278
"1455",-3.7402749467824
"1456",-0.9797444381523
